AbiWord with GetText; AbiText?,AbiWord,Keith Bowes,"This project would implement using gettext alone for localizations.This would have advantages to both developers and translators, would reduce redundancy, etc."
Improving AbiWord’s OpenXML Support,AbiWord,frtkyk,"AbiWord is well known as one of the most useful open source word processing programs. It supports many word processing tasks to satisfy users’ needs. AbiWord is very powerful since it can easily be extended with plugins. For instance, OpenXML plugin has been very useful to many users since it allows importing and exporting Microsoft Office Word 2007 documents. However, there is still a significant amount of work to be done to improve AbiWord’s OpenXML support. In this application, I propose to improve OpenXML plugin to support a wide range of documents which can be imported and exported without any data loss."
Port AbiWord for Windows to Unicode,AbiWord,Pradeeban,"Abiword for Windows is an ANSI application, written mainly in C++. Porting Abiword for Windows completely to Unicode has been considered for a long time. Earlier researches were done to make it possible to build for both the ANSI and Unicode API. As the earlier versions of Microsoft have now become obsolete, this project targets the descendants of Windows NT and porting the existing ANSI application to a Unicode only build. The known bugs of the application are addressed in this project."
Speeding up AbiWord's table layout algorithm,AbiWord,aditya,"AbiWord currently uses GTK+'s table layout algorithm, which works well for small tables. For larger tables, it is quite slow as it uses a quadratic algorithm. In this project I propose to investigate the table layout algorithms in Firefox and OpenOffice and implement a suitable one in AbiWord. This should speed up table performance considerably, as those applications are able to handle really large tables with high speed."
 Implementing canvas-based GUI modeller of energy systems in ASCEND,ASCEND,venom,"The project aims to implement a canvas-based GUI modeller for energy systems, which enjoys significant advantages over a text-based modeller in terms of user friendliness. The current GUI modeller of ASCEND supports certain basic features, but lacks support for other essential features which are usually expected from a standard GUI modeller. I would be implementing all such vital features into the existing modeller making it more complete in terms of functionality and thus more appealing to use."
Improved ODE/DAE support ,ASCEND,dantexid,"The project implies creating a library using LINK semantics, to better describe dynamical systems. For this purpose, the Ascend language parser will need to be extended. I will use Bison, using on a context free grammar defined for this purpose, to create a C programs that parse a given input based on that grammar. Flex will also be useful to scan for specific lexical patterns in the input (a satisfactory structure for ODEs and DAEs must be defined)."
Non-proprietary Optimization,ASCEND,MNM,"ASCEND is a modeling environment with a number of integrated solvers, used to model complex engineering problems. Among others, it includes a wrapper for CONOPT - a commercial optimization tool. CONOPT a being commercial product cannot be packaged with ASCEND for free distribution and the lack of a free, good optimization tool limits the utility of ASCEND. This can be bettered by including a wrapper for IPOPT and adding support for Hessian Matrices followed by tight integration."
Real-time ASCEND,ASCEND,Dipak ,To extend an ASCEND in order to support real-time input data from data acquisition hardware like Arduino Duemilanove.
Renewable Energy Systems Modelling,ASCEND,Jose Zapata,"This project is aimed at extending ASCEND for Renewable Energy Systems(RES) Modeling, by providing reusable modeling blocks of components used in RES and improving its ODE/DAE support.The modeling block components shall be compatible so that the user can build a variety of system simulations of RES.The improvement of ODE/DAE support focuses on the extension of ASCEND capabilities of solving transient models based in state space equations and other time variant systems. "
A distributed approach for graph spatialization,Association Gephi,Helder Suzuki,"Spatialization plays an important role in rendering networks, specially when the size of the networks are huge and the complexity of current spatialization techniques starts to dominate. This proposal is about developing and implementing a highly scalable distributed spatialization algorithm, so that Gaphi can ideally spatialize [and render] massive networks (~1M nodes)."
Extending Gephi with realtime dynamic graph navigation,Association Gephi,Julian Bilcke,"I propose to add a new graphical component to Gephi,that will use the current slice-based storage of Gephi to provide an intuitive temporal graph navigation.This implementation will be designed with performance and ease of use in mind."
