3D Connection Maps,52°North Initiative for Geospatial Open Source Software GmbH,Adhitya Kamakshidasan,"Tools to set-up thematic maps showing connections or dependencies between different spatial features (e.g., good imports/exports of the World's countries, flight connections between airports, or chat contacts between Internet users) are hard to find. Thus, this project addresses the realization of an application that allows to set up connection maps based on X3D (resp. X3DOM for the Web) in 3D space based on 52°North Triturus."
enviroCar Light,52°North Initiative for Geospatial Open Source Software GmbH,dewall,"Currently, the process of collecting driving data with the enviroCar application requires a series of manual user interactions. This is unpleasant and tedious over the long run and holds significant disincentive to use the app regularly. The aim of this project is to simplify and automate the workflow of collecting driving data in order to achieve a regular contribution of the users."
Social Driving Stats,52°North Initiative for Geospatial Open Source Software GmbH,Heshitha Hettihewa,"Sharing specific tracks or statistics is currently not possible on enviroCar. So this project is to enhance the enviroCar with sharing facilities and social media links by implementing a REST interface for creating and providing track visualisations and statistics. Furthermore, enviroCar should be linked to social networks, such as Google Plus, Facebook or Twitter. Therefore, this project will utilize the APIs of these platforms and integrate it within the user profile pages of enviroCar."
SPARQL endpoint and InterOperability for EnviroCar data,52°North Initiative for Geospatial Open Source Software GmbH,Deepak Nair,"Creation of a SPARQL endpoint which responds to direct querying of enviroCar LOD , linking of The data set other possible endpoints , and compliance with GeoSparql to put out enviroCar data to the world in more accessible and compliant ways ."
Statistics for OGC Web services,52°North Initiative for Geospatial Open Source Software GmbH,Csaba Lestar,"The SOS application’s message data flow is rapid and short in nature and it is necessary to measure some metrics of the incoming/outgoing messages and overall how the users uses the service. My proposal is integrating a working monitoring component which utilize the SOS inner event bus infrastructure for storing the metric logs in ElasticSearch and visualizing it for the users with Kibana frontend."
WPS-Ilwis Bridge,52°North Initiative for Geospatial Open Source Software GmbH,Aron Karolyi,"The 52°North WPS is used for processing geodata with different backends, like R, GRASS or Sextante. This project will connect the backend of Ilwis NG too, with creating a SWIG binding to the Ilwis’ C++ functions and use them in a Java WPS process. I intend to create a few example (vector and raster algorithms) and create a tool which automates this procedure."
Open-Source Agronomy Data Collection,Africa Soil Information Service,palmoghe,Open-Source Agronomy Data Collection
Open-Source UAV Processing For Ecological Research,Africa Soil Information Service,Sriram Vasudevan,"With guidance from mentors, inspect data processing workflow used by drone processing software, and help select amongst open source alternatives for each component in the workflow. Iteratively chain these alternatives together to produce an end-to-end open-source workflow that can replace the original, and implementing some parts from scratch here and there when there are no open source offerings."
[Apache Olingo]Implement OData Json Metadocument Serializer/Parser,Apache Software Foundation,Kevin Ratnasekera,"This project scope will be limited to implementation of specification - OData JSON Format for CSDL [1] in Apache Olingo Client and Server Libraries. Apache Olingo is a protocol implementation of the OData V4 specification.[1]https://www.oasis-open.org/committees/document.php?document_id=54598&wg_abbrev=odata"
[Apache Taverna] Databundle viewer for web,Apache Software Foundation,Denis Karyakin,"Taverna is an open source domain independent Workflow Management System - a suite of tools used to design and execute scientific workflows. The Taverna suite includes the Taverna Engine, Taverna Workbench and Taverna Server.Taverna Databundle is a file format returned by the Taverna Server containing the results of a Taverna workflow run and its intermediate values and provenance metadata.This GSOC project proposes to create a web-based presentation of a workflow run."
